"  大禮堂
,318.1,"自由裂隙 | P2
Freedom Crack | P2 Left",5.9,傳攀 | Trad,20 m,,,從 Anchor 左側直上約20m,●●●,,,,,,,,,,,,,,,,,,,316-TW,316-TW,316-TW,316-TW,先不裝鋼環,,4,已拉測,2020/10/24,"[Pulltest]20201024 全線測試,bolt已清點(泰山、老爹、Michael、小嵐)
2011/04/02 - Anchor 更新為 316-TW (章醫師、阿國、一樵)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011 / 04 / 02,2011 / 04 / 02,2011?,2011?,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 年,14 年,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 / 10 / 24,2020 / 10 / 24,2020 / 10 / 24,2020 / 10 / 24,,,,,,
,318.2,"自由裂隙 | P2 右
Freedom Crack | P2 Right",5.9,傳攀 | Trad,20 m,,,"從 Anchor 右側的內角起攀
–
與 <自由裂隙 | P2 左> 共用 Anchor",●●●,,,,,,,,,,,,,,,,,,,共用,共用,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,319,"登峰造極
Topout",5.8,傳攀 | Trad,80 m,"Matt Robertson
—
王世⿍
Jeff Wang",,"一路爬到岩壁頂端的步道涼亭。極度危險，最好連冰攀⼯具都帶
–
無 Anchor",●●●,,,,,,,,,,,,,,,,,,,No Anchor,No Anchor,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,320,"吉薩岩板
Giza Flake",5.9,傳攀 | Trad,,,,"岩質不穩
–
與 <海闊天空> 共用 Anchor",●●●,,,,,,,,,,,,,,,,,,,共用,共用,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"凡登峽谷
Verdon Wall",321,"海闊天空
Boundless Sea and Sky",5.11c,運攀 | Sport,,"張登榮
Deng-Jung Chang",2005 / 06 / 13,限制爬法，爬Face為5.12c,●●●,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,,,,,,Ti-ETN,Ti-ETN,,,,,15,已更新,,所有 Bolt 安裝日期均待查 (預設為1月1日)
,,,,,,,,,,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,,,,,,2017,2017,,,,,,,,
,,,,,,,,,,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,,,,,,8 年,8 年,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,322,"法國革命日
Bastille Day",5.11c,運攀 | Sport,,"張登榮
Deng-Jung Chang",2005 / 06,前三個 Bolt 與 <海闊天空> 共用,●●●,共用,共用,共用,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,,,,,,Ti-U,Ti-U,,,,,12,已更新,,所有 Bolt 安裝日期均待查 (預設為1月1日)
,,,,,,,,,,,,,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,,,,,,2017,2017,,,,,,,,
,,,,,,,,,,,,,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,,,,,,8 年,8 年,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,323,"阿魯巴
Arupa",5.10d,運攀 | Sport,,"張宇翔
Yeu-Shiang Chang",2005 / 05 / 31,,●●●,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,,,,Ti-U,Ti-U,,,,,17,已更新,,所有 Bolt 安裝日期均待查 (預設為1月1日)
,,,,,,,,,,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,,,,2017,2017,,,,,,,,
,,,,,,,,,,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,,,,8 年,8 年,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,324,"倒掛金鉤
Upside Down",5.11d,運攀 | Sport,,"洪兆萱
Jau-Shiuan Hung",2005 / 06 / 08,,●●●,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,,Ti-U,Ti-U,,,,,19,已更新,,所有 Bolt 安裝日期均待查 (預設為1月1日)
,,,,,,,,,,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,,2017,2017,,,,,,,,
,,,,,,,,,,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,,8 年,8 年,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,325,"今天不上課
No Class Today",5.11c,運攀 | Sport,,"張宇翔
Yeu-Shiang Chang",2005 / 05 / 31,B02、B03 與 <倒掛金鉤> 共用；與 <阿魯巴> 共用 Anchor,●●●,Ti-ETN,共用,共用,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,,,,共用,共用,,,,,13,已更新,,所有 Bolt 安裝日期均待查 (預設為1月1日)
,,,,,,,,,,2017,,,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,,,,,,,,,,,,,
,,,,,,,,,,8 年,,,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,326,"Verdon 在台灣
Verdon du Taiwan",5.10b,運攀 | Sport,,"張登榮
Deng-Jung Chang",2005 / 06,,●●●,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,,,,,,,,Ti-U,Ti-U,,,,,13,已更新,,所有 Bolt 安裝日期均待查 (預設為1月1日)
,,,,,,,,,,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,,,,,,,,2017,2017,,,,,,,,
,,,,,,,,,,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,,,,,,,,8 年,8 年,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,327,"普羅旺斯大懸岩
Provence Roof",5.11a,運攀 | Sport,,"張登榮
Deng-Jung Chang",2005 / 06,,●●●,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,Ti-ETN,,,,,,,,,,,,,,Ti-U,Ti-U,,,,,7,已更新,,所有 Bolt 安裝日期均待查 (預設為1月1日)
,,,,,,,,,,2017,2017,2017,2017,2017,,,,,,,,,,,,,,2017,2017,,,,,,,,
,,,,,,,,,,8 年,8 年,8 年,8 年,8 年,,,,,,,,,,,,,,8 年,8 年,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,327.1,"無名路線–寬裂隙
Unnamed wide crack",5.10c,傳攀 | Trad,,,,從龍路第二段繩距左側平台起攀，爬左上方的寬裂隙,●●●,,,,,,,,,,,,,,,,,,,No Anchor,No Anchor,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,327.2,"無名路線–手指裂隙
Unnamed finger crack",5.10c,傳攀 | Trad,,,,從龍路第二段繩距左側平台起攀，爬正上方的手指裂隙,●●●,,,,,,,,,,,,,,,,,,,No Anchor,No Anchor,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"龍柱
Dragon Point Buttress",328,"龍路 | P1
Via del Drago | P1",5.8,傳攀 | Trad,25 m,,,無 Anchor,●●●,,,,,,,,,,,,,,,,,,,No Anchor,No Anchor,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,328.1,"龍路 | P2
Via del Drago | P2",5.10c,傳攀 | Trad,25 m,,,"完攀後可繼續往上至步道觀景平台 topout，或由大禮堂攀岩者小徑步行回到起攀處
–
無 Anchor",●●●,,,,,,,,,,,,,,,,,,,No Anchor,No Anchor,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,待新增鋼環,0處,,,,
,統計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,304-FX,304 - Fixe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,304-PC,304 - Petzl - Collinox,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,304-PB,304 - Petzl - Batinox,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,304-P38,304 - Petzl - Long Life,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,304-AA,304 - AustriAlpin,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,304-EXP,304 - Expension,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,316-FX,316 - Fixe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,316-TW,316 - 台製,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ti-ETN,Ti - Titan Climbing - Eterna,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ti-U,Ti - Titan Climbing - U形,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ti-TTG,Ti - Ushba - Tortuga,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ti-TW,Ti - 台製,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,304 Bolt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,316 Bolt,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Titanium Bolt,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,運攀,7,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,傳攀,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,上方架繩,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,抱石,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,未收錄,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,私設,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
